host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	comment
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	10	933.237955	92.499915	0.6795673277854919	0.82656	0.8382529095649719	0.7806	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	11	1025.73885	92.503365	0.6653687508010864	0.83348	1.1720157705307006	0.7081	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	12	1118.243155	92.596365	0.6563283014297485	0.83712	0.7840069288253784	0.7994	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	13	1210.840443	92.59003	0.6434809468078613	0.84132	0.9109965016365051	0.768	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	14	1303.431394	92.825773	0.6376373503494263	0.84456	0.7930339588165283	0.7968	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	0	4.337462	95.745728	1.5316708879470826	0.48756	1.4938972290039063	0.5252	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	1	100.085376	91.895546	1.1415267014312744	0.6446	1.2125959906578063	0.6157	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	2	191.981823	91.940992	0.9897729800224304	0.70316	1.015347224998474	0.6985	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	3	283.924901	91.876752	0.9070899683952331	0.73518	1.048944069290161	0.7009	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	4	375.803602	91.942022	0.8539284134292603	0.75728	1.290320106124878	0.656	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	5	467.74651	91.839613	0.8109852445793152	0.77474	0.9559313953399659	0.7392	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	6	559.588275	91.96795	0.775426939907074	0.78862	1.1891706192016602	0.6908	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	7	651.557127	91.964649	0.7496253030204773	0.80016	0.9691860389709472	0.7354	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	8	743.523709	92.01603	0.7309701921844483	0.80786	0.8635200735092163	0.7701	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	9	835.541307	92.002964	0.7041909360122681	0.81756	0.8244726572990417	0.7778	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	10	927.546428	91.848906	0.6929114945411682	0.82384	0.8149846947669983	0.7904	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	11	1019.397477	91.870814	0.677696795501709	0.82934	0.8707618020057678	0.7839	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	12	1111.27044	91.917058	0.6650058008384705	0.83404	0.7966480738639832	0.7988	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	13	1203.188392	91.838724	0.6523357674789428	0.84094	0.8126894577026367	0.7908	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.451824	50000	10000	1.0	20180309:082832	20180309:085139	14	1295.028016	91.866018	0.6457932213973999	0.8432	0.848840427017212	0.7876	data_augmentation=True,version=1,checkpoint_epochs=False,epochs=15,batch_size=32,n=3,subtract_pixel_mean=True,num_classes=10	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.45127	50000	10000	1.0	20180309:082832	20180309:085304	0	4.343272	101.085083	1.5463246254730225	0.48404	1.7945655212402343	0.4563	subtract_pixel_mean=True,epochs=15,n=3,version=1,batch_size=32,checkpoint_epochs=False,num_classes=10,data_augmentation=True	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.45127	50000	10000	1.0	20180309:082832	20180309:085304	1	105.429311	97.634636	1.154910071258545	0.63924	1.7333762168884277	0.5296	subtract_pixel_mean=True,epochs=15,n=3,version=1,batch_size=32,checkpoint_epochs=False,num_classes=10,data_augmentation=True	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.45127	50000	10000	1.0	20180309:082832	20180309:085304	2	203.064915	97.597427	0.9969679780960083	0.70152	0.939054983997345	0.7265	subtract_pixel_mean=True,epochs=15,n=3,version=1,batch_size=32,checkpoint_epochs=False,num_classes=10,data_augmentation=True	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.45127	50000	10000	1.0	20180309:082832	20180309:085304	3	300.663547	97.678068	0.9048256583023071	0.73618	1.2820994623184203	0.6202	subtract_pixel_mean=True,epochs=15,n=3,version=1,batch_size=32,checkpoint_epochs=False,num_classes=10,data_augmentation=True	k80:1,fs:nfs:singularity:lustre
